################################################################
# ThreatFox IOCs: recent SHA256 hashes - CSV format            #
# Last updated: 2025-10-04 00:38:19 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2025-10-02 23:44:52", "1605854", "183e9d0d23ee006d5172ba32d0237b853adf1ed98bc318dc5ee5e1f8fb62b334", "sha256_hash", "payload", "win.medusalocker", "AKO Ransomware,AKO Doxware,MedusaReborn", "MedusaLocker", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:51", "1605848", "90ea1c4f055151523a1960b3d36778489ecd187ffb79d843012eafefdeaa3285", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:50", "1605845", "e5da179849ee760128e70e7b1c34f95131a3c5247a0fbcb00bb4b76206819be0", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:49", "1605842", "37de8162335af4c4a5fb079ce494eb707d751558b5f03b016324d154a03779a7", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:48", "1605839", "c917bc6973f3eb631dd663f1f7bd62820ab47c0fd41bb0baaf57dd7d1326747b", "sha256_hash", "payload", "win.darktortilla", "None", "DarkTortilla", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:47", "1605836", "95565b3507424e5c24ea032e13d214ba62969df25c41c878eaf833453cf28a25", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:46", "1605833", "d7dc0f026cb5d7addaed556d654942dd9fd7085782f8ed8290313be67f01d900", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:45", "1605830", "393835ae5e1ef7e86a74b0b349df029a3d594ea351fc039b28142da85ea6c17e", "sha256_hash", "payload", "win.masslogger", "None", "MASS Logger", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:44", "1605824", "55489c3d3a99d1f2af4e5a3607f4f6d8bc5832857ac3787567f1c408eb31ec51", "sha256_hash", "payload", "win.asyncrat", "None", "AsyncRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:44", "1605827", "f18b0233c29e55e7a391cf7b2d01be7396faf893daf5aa9374f6bf41578e4cd7", "sha256_hash", "payload", "win.xworm", "None", "XWorm", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:43", "1605821", "5f1ec9d9d1733edf456a9b4e7154ac57d09acdd6ef94d843b31d651e8a7910d1", "sha256_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:42", "1605818", "ca4e9231eb37e4815996a8a26a52c55b83b927aff5d16bdaa9575d418bc8c0b1", "sha256_hash", "payload", "win.agent_tesla", "AgenTesla,AgentTesla,Negasteal", "Agent Tesla", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:41", "1605815", "7f0988602194eaa619e0708b928b9ed976c5c1d4cf542cbec7f76f97a42a012a", "sha256_hash", "payload", "win.valley_rat", "Winos", "ValleyRAT", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:40", "1605812", "c5ee5a6276dbfe9ba3b955fca16f049baf43c4438a970295b33a52962bbae98f", "sha256_hash", "payload", "win.fatal_rat", "Sainbox RAT", "FatalRat", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:38", "1605807", "2441329a64fb58b1b2a28e1863ae4cd0849e8078c9c540168c69f6878becfd42", "sha256_hash", "payload", "win.rhadamanthys", "None", "Rhadamanthys", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:37", "1605804", "c3d05ab9b173ea57cafa187bdaaf88be04fb8f13c87a21ff6baafb0bb8eeeb72", "sha256_hash", "payload", "win.luca_stealer", "None", "Luca Stealer", "", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:36", "1605801", "0f5a1d94343f393dbe063e997238d20a5367f96465003bc181d8814bbcd7ba6c", "sha256_hash", "payload", "win.formbook", "win.xloader", "Formbook", "2025-10-04 00:38:17", "95", "None", "None", "0", "Grim"
"2025-10-02 23:44:35", "1605798", "bd56409ae9a40192097a1b4604f95dbe2ba3c4bf3c1c89bef031c4866300f1f6", "sha256_hash", "payload", "win.krakenkeylogger", "None", "KrakenKeylogger", "2025-10-04 00:38:16", "95", "None", "None", "0", "Grim"
# Number of entries: 132
